bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1,1.0,959,7536,1.0,0,0,5,8,604,355,1913,0,98176,47.3113,-122.1578,852,8307,391000
5,5.0,2470,5286,2.5,0,4,3,6,1765,705,1987,0,98007,47.7978,-121.4427,2963,6834,824000
3,3.0,1831,2487,2.0,0,0,2,8,1163,668,2011,1994,98174,47.5695,-121.8514,2055,1765,547000
6,5.0,2140,4939,2.0,0,0,5,7,2020,120,1992,0,98103,47.7663,-122.1144,2011,4675,713000
6,5.0,3105,1443,1.5,0,0,3,6,2597,508,1967,0,98112,47.3904,-121.8428,3158,1753,800000
5,5.0,2538,12335,2.0,0,3,4,9,2439,99,1962,0,98146,47.7181,-122.2381,2453,11839,882000
3,4.0,1633,4170,1.5,0,0,3,6,1429,204,1981,0,98166,47.4138,-122.4698,1330,2932,507000
3,2.0,2314,12026,1.0,0,1,4,11,2287,27,1913,0,98103,47.7068,-121.7755,2572,9556,844000
5,5.0,2298,3225,2.0,0,3,2,3,1847,451,1926,0,98193,47.1916,-121.643,2497,3097,572000
3,3.0,1579,3233,3.0,0,0,3,6,1351,228,1940,0,98017,47.5458,-121.4443,1521,3559,608000
2,2.0,1897,2667,1.0,0,0,3,6,1576,321,2010,0,98090,47.5751,-121.5737,2159,2127,579000
3,3.0,1450,9906,2.0,0,0,2,4,1151,299,1902,0,98115,47.5593,-121.388,1470,9597,436000
5,5.0,2335,2786,2.0,0,2,4,8,2191,144,1993,0,98086,47.4129,-121.3169,1929,1972,793000
4,3.0,2056,8231,2.0,0,0,3,8,1764,292,1958,0,98103,47.5787,-121.6061,1858,8120,686000
3,4.0,1952,3619,2.5,0,0,3,8,1797,155,1999,0,98082,47.2676,-121.4585,1922,4479,607000
2,3.0,1362,1012,2.0,0,1,1,6,1246,116,1922,1988,98126,47.5171,-121.6915,1146,1071,449000
4,5.0,1712,3114,1.0,0,0,4,7,1158,554,1917,1983,98038,47.488,-122.2949,1761,3003,586000
6,5.0,2740,1914,3.0,1,0,4,8,2357,383,2009,0,98092,47.3228,-122.282,2324,1526,1024000
2,2.0,1118,5050,2.0,0,0,3,7,760,358,2010,0,98063,47.6452,-122.3677,984,4148,531000
3,4.0,1677,1896,2.5,0,0,3,8,1397,280,2003,0,98170,47.1566,-121.3684,1941,1414,642000
5,5.0,2628,10309,2.0,0,0,3,8,2289,339,1973,0,98136,47.22,-121.6927,3153,11808,704000
4,4.0,2225,4569,2.5,0,0,4,5,2223,2,2019,0,98030,47.4298,-121.5521,2270,3410,669000
4,4.0,1567,4264,1.0,0,3,1,8,959,608,1975,0,98064,47.7242,-122.1026,1642,3967,660000
4,4.0,2419,8306,1.0,0,0,3,8,1540,879,2016,1993,98009,47.5026,-121.9475,2707,9551,713000
3,4.0,1776,10627,2.5,0,3,4,8,1120,656,1940,0,98057,47.6894,-122.4523,1915,11984,802000
3,2.0,2115,4836,1.0,0,0,5,6,1606,509,1907,0,98107,47.4623,-121.4332,1846,5061,606000
4,4.0,2233,2652,1.0,0,0,3,6,2074,159,1931,0,98187,47.6498,-121.4764,2154,2765,705000
4,4.0,2430,1189,2.0,0,1,4,7,2278,152,1980,1982,98095,47.3281,-121.5582,2464,897,589000
5,4.0,2640,2839,2.5,0,0,3,6,2362,278,1940,0,98195,47.6706,-122.43,2492,2285,787000
5,4.0,2904,3000,1.0,0,4,5,6,2784,120,1944,0,98075,47.3812,-122.2909,2528,3063,850000
3,4.0,1857,5354,2.5,0,3,3,8,1354,503,1977,0,98005,47.4912,-122.099,2032,4866,739000
3,3.0,1671,3729,2.0,0,0,3,8,1062,609,2000,0,98095,47.2231,-122.1843,1470,2653,567000
4,5.0,2782,8521,2.0,0,0,4,7,1734,1048,1908,0,98004,47.7443,-121.4938,2515,10045,882000
4,4.0,2367,3010,2.5,0,0,2,6,2227,140,2020,0,98008,47.591,-122.2662,2165,3288,693000
4,4.0,2272,4696,1.5,0,0,3,9,2027,245,2021,1992,98170,47.7012,-121.8615,1965,4205,769000
4,5.0,1717,12673,1.0,0,0,2,6,1510,207,1989,0,98163,47.2455,-121.8143,1957,9618,503000
5,5.0,2114,6460,1.0,0,0,4,8,1556,558,1947,0,98141,47.1474,-121.99,2208,6813,653000
3,2.0,1788,4684,2.0,0,0,1,10,1345,443,2014,1982,98133,47.336,-122.2112,2027,4258,625000
3,2.0,1744,3036,2.0,0,0,4,8,1715,29,1923,0,98040,47.4617,-121.3476,1740,2590,636000
2,1.0,1116,2961,2.5,1,2,3,12,698,418,1986,0,98019,47.6617,-122.0039,1125,3354,865000
3,4.0,1742,2489,2.0,0,2,1,8,1584,158,1994,0,98082,47.3784,-121.6272,1823,2232,685000
1,1.0,1377,3188,2.0,0,0,3,6,997,380,2002,0,98125,47.289,-122.2791,1306,2492,449000
3,2.0,1909,8996,2.0,0,3,3,6,1175,734,1943,0,98004,47.3608,-121.5126,1906,8897,598000
3,3.0,1358,4115,1.0,0,0,4,6,1218,140,1957,0,98128,47.5925,-122.2409,1383,4926,543000
3,3.0,1667,1669,1.0,0,0,4,3,1221,446,1965,0,98187,47.3354,-121.6896,1969,2019,457000
3,3.0,1459,20222,2.5,0,0,3,8,1297,162,2013,0,98146,47.7854,-121.8922,1682,24461,531000
1,2.0,784,6348,1.0,0,0,2,6,692,92,1917,1973,98152,47.2225,-122.3241,668,6047,299000
1,1.0,776,1595,1.0,0,0,4,8,632,144,1979,0,98107,47.6272,-122.4701,634,1873,354000
4,4.0,1957,3451,2.0,0,3,4,7,1783,174,1928,0,98093,47.5124,-121.3831,2098,4176,667000
3,3.0,1323,5371,1.5,0,4,4,7,1101,222,1974,1997,98031,47.2632,-122.3492,1084,5241,622000
2,2.0,1262,19219,2.5,0,0,4,10,902,360,1901,2013,98058,47.6275,-121.6541,1040,17129,570000
3,3.0,1532,2025,1.0,0,2,3,6,1369,163,1977,1996,98028,47.4133,-121.7168,1323,2270,538000
4,4.0,1221,10730,1.0,0,0,4,8,1020,201,1967,0,98137,47.5777,-122.0899,1149,13334,551000
2,1.0,1916,15057,1.0,0,0,3,8,1159,757,2002,0,98173,47.5636,-122.2775,1866,19323,610000
4,4.0,2427,2972,2.0,0,1,1,6,2332,95,1997,0,98090,47.1775,-122.286,2446,2598,642000
2,2.0,1187,3936,1.5,0,0,4,7,971,216,2016,0,98049,47.688,-121.7976,1421,5013,597000
2,1.0,1306,2145,2.0,0,0,5,7,1237,69,2009,0,98111,47.577,-121.8437,1246,2144,464000
3,3.0,1349,4177,2.5,0,0,4,8,1286,63,1938,0,98002,47.6464,-121.4489,1210,3691,589000
3,2.0,2209,4773,3.0,0,0,3,7,1719,490,1972,1992,98006,47.4134,-121.732,2275,6172,674000
4,3.0,2669,8331,1.0,0,0,3,7,2143,526,2003,0,98029,47.2365,-121.5169,2365,10220,663000
4,5.0,2147,11756,2.0,1,0,3,8,1645,502,1940,2020,98154,47.3283,-122.4611,2525,13113,882000
6,5.0,3207,2701,2.0,0,0,4,6,2501,706,1970,0,98156,47.731,-121.6948,2898,3341,842000
3,3.0,1753,1019,3.0,0,0,3,8,1679,74,2014,0,98007,47.7566,-122.2195,2097,1130,693000
3,3.0,1299,4832,3.0,0,0,4,9,1189,110,1980,0,98034,47.4373,-122.1966,1257,4659,542000
4,4.0,1976,6216,1.0,0,0,3,9,1286,690,2021,0,98184,47.3092,-121.6353,2223,7887,674000
3,4.0,1740,6000,2.0,0,3,4,8,1469,271,1986,0,98138,47.6112,-121.5479,1843,7668,802000
3,4.0,1564,3784,1.5,0,0,5,7,1561,3,2008,0,98112,47.6362,-122.0539,1835,3362,578000
2,2.0,1234,5431,1.0,0,0,3,11,1034,200,1974,0,98057,47.6708,-121.5519,1296,4957,582000
1,1.0,873,16520,1.0,0,0,3,7,798,75,1921,0,98175,47.1218,-121.9675,901,15358,409000
6,5.0,2876,6670,2.0,0,0,4,8,2610,266,1981,0,98027,47.1068,-121.4708,3052,7959,847000
4,5.0,2116,3646,2.0,0,0,3,6,1566,550,1948,0,98039,47.35,-122.4701,2358,4283,697000
4,5.0,1782,3294,1.0,0,0,4,11,1334,448,1927,0,98150,47.2067,-122.3998,2066,4249,659000
3,4.0,1485,4290,2.0,0,4,4,8,1321,164,1915,0,98119,47.6635,-121.5684,1346,4200,694000
2,1.0,915,18204,1.0,0,1,3,8,732,183,2005,0,98147,47.473,-121.7511,806,20790,488000
2,2.0,1593,4244,2.0,0,0,4,5,1319,274,1967,0,98100,47.6777,-121.8292,1296,5152,495000
3,4.0,1068,4838,1.0,0,0,3,8,945,123,1961,0,98009,47.2238,-121.7632,1012,4029,429000
3,3.0,2046,3341,1.0,0,0,5,8,1864,182,1935,0,98147,47.5391,-121.3838,2329,3583,609000
4,5.0,2516,11839,1.5,0,0,3,8,1783,733,1921,0,98002,47.5061,-121.7134,2083,12178,720000
4,3.0,2009,23573,1.0,0,0,4,6,1323,686,1910,0,98092,47.3383,-121.723,2040,27007,518000
3,2.0,919,7048,2.0,0,3,3,7,659,260,1984,0,98189,47.462,-121.5886,991,7874,486000
6,5.0,2792,5251,1.0,0,0,3,5,2242,550,2020,0,98059,47.5123,-121.4601,3168,6236,705000
4,5.0,2081,5062,2.0,0,2,3,7,1533,548,2003,0,98198,47.7226,-122.1857,2150,4488,768000
3,4.0,1397,1000,1.0,0,0,4,6,1156,241,2004,0,98071,47.1389,-121.7599,1222,830,501000
4,3.0,1945,8921,2.0,0,0,3,7,1209,736,1979,0,98070,47.6764,-121.7992,2306,10555,628000
3,3.0,2159,5472,2.0,0,0,4,6,1736,423,1941,0,98161,47.7861,-122.3382,1809,5014,648000
2,1.0,1499,6923,1.0,0,0,3,6,1120,379,1954,0,98193,47.6122,-121.8756,1660,6041,512000
3,4.0,1423,2782,2.0,0,3,4,5,1158,265,1972,0,98025,47.6161,-122.4165,1188,2510,573000
4,5.0,1621,3614,1.0,0,0,4,9,1247,374,1934,0,98070,47.2526,-122.278,1390,2674,583000
1,2.0,802,3538,2.0,0,0,3,7,572,230,1956,0,98156,47.4662,-121.4044,930,4118,358000
2,3.0,1236,11129,1.0,0,4,3,7,1189,47,1933,0,98146,47.5942,-122.3569,1361,12566,622000
1,1.0,1049,3630,2.0,0,3,3,7,707,342,1972,0,98063,47.5216,-121.8053,993,3745,443000
1,1.0,739,26007,2.0,0,2,3,7,645,94,1976,1977,98049,47.3696,-122.1118,780,29379,411000
5,4.0,2653,6937,3.0,0,3,3,9,2573,80,1969,0,98123,47.7581,-121.8336,2608,6409,873000
4,3.0,2681,1771,2.0,0,0,4,6,2186,495,1903,0,98124,47.4598,-122.218,2216,1554,703000
3,3.0,1945,4434,2.0,0,2,3,6,1849,96,1945,0,98194,47.7789,-121.9667,2117,5398,642000
2,3.0,1286,2918,1.5,0,1,4,11,836,450,1991,0,98040,47.4947,-121.4592,1421,2782,644000
3,3.0,1645,1000,3.0,0,3,5,7,1312,333,1910,0,98085,47.6554,-122.0485,1897,818,636000
3,2.0,1593,17669,2.0,0,2,3,4,1247,346,1997,0,98087,47.6194,-122.0764,1619,20309,523000
2,1.0,1654,8626,1.0,0,0,4,6,998,656,1960,0,98194,47.5626,-121.9647,1769,7777,464000
3,4.0,1512,7529,2.5,0,2,2,4,1175,337,2021,0,98080,47.1101,-122.3794,1475,6227,457000
3,4.0,1714,5610,1.5,0,0,4,11,1281,433,1934,0,98004,47.1542,-122.0352,1590,4019,628000
4,3.0,2115,1627,2.5,0,0,3,6,1836,279,1968,0,98034,47.507,-122.4917,2040,2086,642000
4,5.0,1949,3338,2.5,0,0,4,9,1901,48,1956,0,98005,47.7382,-121.8959,2270,3272,737000
1,1.0,500,9638,1.0,0,3,5,12,500,0,2002,0,98150,47.5208,-121.4825,500,7682,619000
3,2.0,1797,2120,2.0,1,0,3,7,1314,483,1910,0,98148,47.2652,-121.8375,1616,2448,658000
4,4.0,2082,1000,1.0,0,0,4,5,1619,463,1911,0,98103,47.3242,-121.7707,2170,1233,555000
3,3.0,1850,4098,1.0,0,0,3,5,1447,403,1942,0,98175,47.5362,-122.4633,1566,4167,445000
5,5.0,2340,4388,1.0,0,4,2,7,2129,211,1918,0,98034,47.5179,-121.4686,2707,3146,753000
4,4.0,2466,5478,2.0,0,0,4,7,1917,549,1976,0,98172,47.769,-122.038,2019,5035,734000
2,2.0,1037,8803,1.0,0,2,2,7,633,404,1967,1984,98006,47.4704,-121.3302,1143,7446,453000
2,2.0,1814,8185,1.0,0,3,4,7,1604,210,1977,0,98184,47.3485,-122.3554,1722,8855,591000
4,4.0,1576,6045,2.0,0,0,2,10,1503,73,2007,0,98029,47.4675,-121.3664,1293,6113,673000
1,1.0,1030,12790,1.0,0,0,4,7,830,200,1958,0,98053,47.6504,-121.7389,1171,11683,462000
3,2.0,1843,1458,1.0,0,1,3,8,1534,309,1901,0,98001,47.4783,-122.4372,1947,1588,550000
5,5.0,2261,7359,1.0,0,3,3,9,1504,757,1907,0,98059,47.3282,-121.334,1817,7732,753000
3,3.0,1827,8113,1.5,0,2,3,6,1257,570,1921,0,98176,47.337,-122.4834,1657,10092,514000
3,2.0,2084,1823,2.0,0,0,3,6,1446,638,2014,0,98007,47.6298,-121.6232,1961,1929,563000
4,5.0,1435,1477,1.0,0,3,3,5,1108,327,1976,0,98160,47.1465,-121.4326,1333,1484,545000
3,3.0,1851,2706,3.0,0,0,3,6,1798,53,1920,0,98078,47.2923,-122.289,1850,3232,509000
3,3.0,952,2895,2.0,0,0,3,7,770,182,1984,0,98189,47.2071,-122.088,962,2378,414000
5,5.0,2210,8980,1.0,0,2,3,6,1496,714,1991,0,98185,47.7613,-121.8265,2119,7598,745000
3,4.0,2189,3006,1.0,0,0,3,7,1546,643,1996,0,98051,47.1631,-121.6842,2042,3517,619000
6,5.0,2725,2477,1.5,0,2,3,11,2054,671,1928,0,98147,47.6307,-121.4537,2730,2391,976000
5,5.0,2148,3013,2.0,0,0,3,6,1824,324,2000,0,98027,47.5413,-121.5867,1747,2849,628000
2,2.0,1241,12027,1.0,0,3,5,7,963,278,1985,0,98063,47.543,-122.064,1313,14820,617000
2,2.0,1920,4966,1.0,0,0,3,5,1453,467,2021,0,98188,47.6344,-121.5139,2001,5294,585000
2,1.0,750,4258,2.5,1,0,3,6,619,131,1989,0,98061,47.3803,-121.3407,684,5032,592000
1,1.0,585,4501,1.0,0,2,3,7,500,85,2022,0,98061,47.3805,-122.2276,510,5338,385000
2,1.0,1749,13817,1.5,0,0,4,10,1105,644,1974,0,98126,47.3021,-122.4111,1450,10667,574000
4,4.0,2657,2699,2.5,0,0,2,7,1620,1037,1974,0,98045,47.5184,-121.9881,2750,2948,750000
2,2.0,1269,14079,2.0,0,4,4,5,889,380,2008,0,98149,47.7509,-121.4423,1304,17902,541000
3,4.0,1328,5816,1.0,0,0,3,7,845,483,1997,0,98172,47.7468,-122.3197,1346,5746,521000
4,5.0,2729,4323,2.0,0,4,3,6,2005,724,1982,0,98129,47.5921,-121.437,3259,4925,844000
1,1.0,1378,36342,1.0,0,0,4,6,1253,125,2011,0,98095,47.7343,-121.3093,1395,37797,546000
4,4.0,2304,2112,2.0,0,0,3,7,2043,261,2021,0,98091,47.7745,-122.4352,2508,1738,677000
3,3.0,1456,3704,2.0,0,2,3,5,1229,227,1936,0,98044,47.6566,-121.9057,1231,3027,596000
2,1.0,1285,1834,2.5,0,1,4,7,1209,76,1977,0,98062,47.3855,-122.1053,1182,1761,464000
4,5.0,2052,10530,3.0,0,0,4,7,1463,589,1928,0,98061,47.4383,-122.0276,1868,10423,660000
4,5.0,2199,18984,3.0,0,0,4,7,2098,101,1982,0,98079,47.7519,-121.958,2266,19020,736000
5,4.0,2935,18694,3.0,0,2,4,4,2230,705,1936,0,98089,47.569,-121.6124,2736,23797,764000
4,5.0,2364,13084,2.0,0,0,4,11,1797,567,1920,0,98112,47.6745,-121.7904,2497,9946,820000
4,4.0,1777,4196,1.5,0,0,4,7,1354,423,1987,0,98111,47.1813,-121.3466,1912,3895,588000
3,4.0,2113,3669,2.0,0,0,2,8,1351,762,1989,0,98050,47.2357,-122.1007,1719,3701,696000
2,3.0,1394,1291,2.0,0,0,4,6,1380,14,2004,0,98041,47.3409,-121.8502,1472,1650,496000
4,5.0,2306,25052,2.5,1,0,4,7,1511,795,2019,0,98033,47.2318,-121.524,1953,25117,849000
4,3.0,2540,7152,1.0,0,0,2,7,1870,670,1911,0,98012,47.7345,-122.0524,2505,8333,659000
6,5.0,2567,3316,3.0,0,0,3,7,1868,699,1947,0,98002,47.2518,-121.9416,2800,3812,751000
3,3.0,1689,14221,2.5,0,0,2,4,1064,625,1982,0,98107,47.49,-121.678,1826,14788,538000
3,2.0,1541,2257,3.0,0,0,4,7,1018,523,1946,0,98149,47.1598,-121.4671,1418,1757,497000
4,4.0,1630,6804,2.5,0,1,3,9,1007,623,2012,0,98142,47.2085,-122.0012,1482,5656,683000
3,2.0,1804,4281,1.0,0,0,5,8,1293,511,1993,0,98034,47.2732,-121.8617,1761,3614,682000
5,5.0,3253,8192,1.0,0,3,3,6,3079,174,1914,1991,98085,47.788,-121.3299,2848,5924,946000
5,4.0,1948,4671,1.0,0,1,4,7,1433,515,1966,0,98192,47.6579,-122.449,2318,4332,651000
3,2.0,1690,1540,1.0,0,0,3,9,1098,592,2012,0,98151,47.5715,-121.9621,1585,1642,666000
4,4.0,2292,5221,2.0,0,0,4,8,1967,325,1912,0,98085,47.7414,-121.7368,2680,4107,774000
4,5.0,2137,11374,2.5,0,0,4,6,2134,3,1958,0,98050,47.7693,-122.4899,2486,9156,703000
2,1.0,1266,4801,2.5,0,2,4,9,877,389,1972,0,98142,47.4175,-121.7839,1198,5397,619000
5,5.0,2110,9137,2.0,0,4,4,6,1502,608,1912,0,98106,47.3294,-122.4326,1902,7324,741000
3,2.0,1770,2129,1.0,0,0,4,7,1750,20,1979,0,98046,47.3207,-121.4709,1962,1663,607000
4,4.0,1873,4813,1.0,0,1,2,7,1258,615,2014,0,98118,47.125,-121.5315,1670,6193,614000
3,3.0,1043,2982,1.0,0,0,3,9,839,204,1977,0,98005,47.2957,-122.4613,1052,2114,526000
5,5.0,2858,8934,1.5,0,0,4,10,1989,869,1971,0,98066,47.3485,-122.4414,2413,7998,815000
3,4.0,1988,5040,2.0,0,3,3,9,1934,54,2017,0,98150,47.1258,-121.5957,1897,3634,716000
1,1.0,915,8536,1.0,0,0,3,3,908,7,1918,0,98070,47.7178,-122.0565,761,10267,290000
5,5.0,2569,11733,1.0,0,0,3,9,2379,190,1956,0,98108,47.6935,-121.81,2346,12321,854000
2,1.0,1622,8547,1.0,0,0,3,5,1177,445,2019,2005,98002,47.2761,-122.1756,1729,6229,407000
3,2.0,1767,6115,2.0,0,1,3,6,1345,422,1931,0,98029,47.6618,-122.2924,2114,6538,495000
6,5.0,3171,2212,2.0,0,0,4,7,2210,961,1998,0,98061,47.6573,-122.1447,2860,1712,831000
6,5.0,2811,4904,2.0,0,3,3,7,2688,123,1986,0,98100,47.3345,-122.2039,2781,4891,833000
3,3.0,2094,3208,1.5,0,0,2,7,2022,72,1920,0,98128,47.5879,-121.962,2050,3534,538000
4,3.0,2196,3732,3.0,0,0,2,7,1686,510,1981,0,98199,47.3029,-121.604,1919,2945,573000
3,4.0,1758,3642,1.0,1,1,4,10,1516,242,2011,0,98144,47.1492,-121.835,1835,3636,870000
3,3.0,1319,2244,2.0,0,0,5,6,879,440,1913,0,98192,47.4534,-121.769,1438,2187,442000
3,2.0,1786,1027,2.0,0,1,4,6,1382,404,1979,0,98097,47.4068,-121.9359,1534,1283,620000
4,5.0,1850,2880,2.0,0,0,3,9,1577,273,1923,0,98097,47.1967,-122.1103,2040,3737,583000
4,4.0,1909,5737,3.0,0,0,5,5,1440,469,1948,0,98014,47.4434,-122.3278,2062,6269,520000
4,3.0,1855,1671,1.5,0,0,4,7,1378,477,2015,0,98043,47.7646,-122.0745,1630,2027,620000
4,4.0,1780,4977,2.0,0,3,4,8,1069,711,1931,0,98171,47.612,-121.7018,1886,5416,659000
2,2.0,1937,22476,1.0,0,0,4,7,1785,152,1974,0,98070,47.6172,-121.6195,1855,27550,556000
3,2.0,2099,11142,2.0,0,2,3,8,2006,93,2008,0,98055,47.6303,-121.937,2251,10696,718000
2,1.0,1876,18303,1.0,0,0,3,6,1853,23,1910,0,98031,47.6212,-121.726,1873,19489,540000
3,4.0,1333,6720,1.0,0,0,3,9,1183,150,1959,0,98076,47.1139,-122.2474,1092,8112,580000
3,4.0,1721,12507,2.0,0,0,3,6,1410,311,1967,2022,98168,47.7473,-121.4679,1919,15644,587000
5,5.0,2112,2754,2.0,0,3,4,7,1495,617,1960,0,98155,47.6811,-121.4609,2159,1969,784000
3,3.0,1491,2935,1.0,0,1,4,5,1491,0,1989,0,98052,47.2922,-122.1156,1625,2238,443000
2,3.0,1025,1000,2.0,0,1,4,7,857,168,2009,0,98128,47.4869,-121.8427,872,1259,477000
2,2.0,1672,12694,2.0,0,0,3,8,1459,213,1904,0,98007,47.5305,-121.772,1820,13216,619000
4,3.0,1981,16853,1.0,0,0,2,10,1729,252,1935,0,98174,47.1924,-121.9331,1913,21810,691000
4,4.0,2421,3157,2.0,0,0,2,8,2271,150,1996,0,98100,47.2778,-121.4066,2711,3711,770000
2,2.0,1481,4011,2.0,0,3,3,7,894,587,1963,0,98161,47.1163,-121.6123,1540,4777,536000
2,2.0,1991,2689,2.0,0,0,3,10,1370,621,1977,0,98136,47.7048,-121.693,1875,2505,654000
4,4.0,1656,6675,1.5,0,0,4,7,1434,222,1931,0,98133,47.1174,-121.8759,1459,5704,509000
2,3.0,1678,12088,1.0,0,0,1,7,1608,70,1970,1998,98061,47.3231,-122.3982,1890,12801,501000
4,3.0,2444,1219,2.0,0,0,5,7,2136,308,1973,2009,98104,47.1548,-122.3706,2503,1496,659000
4,4.0,1808,6820,3.0,0,0,3,7,1384,424,2022,1978,98188,47.647,-122.1412,2161,7744,671000
2,2.0,1602,3939,2.0,0,3,4,9,1193,409,1965,0,98152,47.7475,-122.2462,1521,3873,726000
2,2.0,1401,5381,1.0,0,0,3,6,1254,147,1909,0,98007,47.494,-121.357,1505,6198,417000
6,5.0,2832,7095,2.0,0,3,3,7,2539,293,1998,0,98189,47.1977,-122.0082,2971,7906,909000
3,4.0,1453,4228,2.5,0,2,4,8,1225,228,1920,0,98083,47.4907,-121.4481,1533,5276,626000
3,3.0,1484,4524,1.0,0,0,4,9,1063,421,1939,0,98095,47.6392,-121.5183,1625,3882,656000
4,3.0,2715,4142,3.0,0,0,3,9,2634,81,1941,0,98164,47.6029,-121.5249,2323,3196,828000
5,5.0,2500,10681,3.0,0,0,3,7,2052,448,1971,0,98027,47.6192,-122.2412,2550,10489,858000
6,5.0,3135,6871,1.0,1,3,2,8,2872,263,1945,0,98124,47.2954,-121.9632,3146,6298,1007000
4,5.0,1863,5863,3.0,0,0,4,7,1278,585,1981,0,98157,47.1516,-122.1185,1746,7533,604000
3,2.0,1466,1778,1.5,0,0,5,7,1081,385,1972,0,98087,47.2043,-121.3355,1429,1253,492000
2,3.0,1625,3631,2.5,0,0,2,9,1543,82,2017,0,98148,47.7689,-121.4479,1637,4575,664000
4,4.0,1695,10086,1.5,0,0,3,10,1051,644,1940,0,98070,47.5295,-122.2001,1574,12840,668000
3,2.0,1575,5065,1.5,0,0,5,9,1268,307,1993,0,98114,47.6095,-122.1238,1445,3700,649000
3,4.0,1710,8330,2.0,0,0,3,6,1355,355,1903,1977,98076,47.7293,-121.8653,1873,10277,584000
5,5.0,2533,20195,2.0,0,2,4,9,2281,252,1998,0,98114,47.6969,-122.1657,2094,19841,901000
2,3.0,1246,11281,1.0,0,2,3,10,888,358,1913,0,98003,47.2529,-121.5106,1153,13082,540000
3,3.0,1819,5295,2.0,0,0,3,7,1251,568,1913,0,98167,47.1406,-121.5169,1931,3958,558000
1,2.0,1108,3266,1.0,0,0,3,7,1075,33,1952,0,98099,47.7476,-121.6308,979,4158,587000
3,3.0,1920,1000,1.0,0,3,3,8,1591,329,2011,0,98124,47.7872,-121.6728,1976,1065,732000
2,3.0,1004,4295,1.0,0,0,2,7,644,360,2000,0,98045,47.4971,-121.8432,925,5322,396000
2,2.0,1215,3786,2.0,0,3,4,12,823,392,1983,0,98126,47.7219,-122.0835,1382,4179,690000
2,1.0,1658,6716,1.0,0,0,4,7,1657,1,1928,0,98068,47.2623,-121.4957,1559,6864,479000
4,5.0,2368,4345,1.0,0,1,4,8,1606,762,1922,0,98031,47.1777,-121.4694,2112,3491,666000
4,4.0,1688,3804,1.0,0,0,4,8,1425,263,2019,0,98106,47.4499,-122.4406,1708,3069,634000
3,3.0,1805,1184,1.0,0,0,3,7,1386,419,2010,0,98038,47.6678,-122.0217,1542,1165,647000
6,5.0,2307,2317,2.0,0,3,2,9,2201,106,1984,0,98134,47.5583,-122.468,2582,2832,780000
3,2.0,1714,7196,3.0,1,0,4,7,1546,168,1930,1983,98008,47.5461,-121.4926,1837,5535,703000
3,2.0,2269,19394,1.0,0,0,3,7,1903,366,1995,0,98028,47.1122,-122.2875,2515,25193,700000
5,4.0,2216,4546,3.0,0,0,3,5,1339,877,2004,0,98015,47.3222,-121.6914,2126,5571,604000
2,3.0,1050,6388,2.0,0,2,3,7,1000,50,1970,0,98008,47.7576,-122.0711,1191,5976,604000
6,5.0,3129,10530,2.0,0,0,2,8,2434,695,1976,0,98054,47.194,-121.5207,3121,8970,855000
1,1.0,500,2569,2.0,0,2,3,9,500,0,1960,0,98134,47.6085,-121.8884,500,3219,438000
6,5.0,2710,6591,2.5,0,0,4,6,2163,547,1922,0,98029,47.6315,-122.1107,2411,5101,744000
1,1.0,1079,2718,1.0,0,0,5,7,947,132,1907,0,98115,47.613,-122.1114,1170,2469,424000
5,5.0,2310,9817,2.0,0,2,4,6,1450,860,1975,0,98034,47.7925,-122.1077,2676,7366,758000
3,4.0,1629,5548,2.0,0,0,5,8,1463,166,1999,0,98007,47.3864,-121.5537,1365,7057,648000
6,5.0,3123,6240,2.0,0,0,5,10,2296,827,1915,0,98040,47.5775,-121.6467,3578,6680,876000
2,3.0,1426,2628,2.5,0,0,3,8,1056,370,1925,0,98074,47.2356,-122.1169,1597,2370,572000
3,2.0,1780,8653,1.0,0,0,3,7,1152,628,1928,0,98141,47.3798,-121.9118,1678,7487,515000
6,5.0,2798,26050,2.0,0,0,4,7,1843,955,1992,0,98062,47.4441,-122.4086,3010,25176,746000
3,2.0,1811,2194,2.0,0,0,3,5,1221,590,1905,0,98086,47.2504,-121.507,1584,1656,495000
4,4.0,2063,3745,1.5,0,0,3,8,1509,554,1936,0,98116,47.7348,-122.1809,2322,4620,788000
4,3.0,2237,5915,1.0,0,0,3,7,2140,97,1932,0,98065,47.6013,-121.4329,2378,5954,623000
3,3.0,1551,9220,2.0,0,0,3,8,1159,392,1994,0,98041,47.2986,-121.7838,1513,10465,573000
4,3.0,2045,3141,2.5,0,0,3,9,1820,225,1945,2018,98123,47.1945,-121.8186,2343,2639,661000
3,3.0,1403,1000,2.0,0,4,3,8,888,515,1960,0,98170,47.3015,-122.3047,1201,1002,691000
5,5.0,2489,14579,2.5,0,3,3,8,2082,407,1940,0,98116,47.5361,-122.4166,2833,12052,791000
1,1.0,657,9031,1.5,0,0,4,9,521,136,1917,0,98066,47.6785,-121.8369,532,10744,481000
3,3.0,1366,1219,1.0,0,0,3,11,1354,12,2001,0,98116,47.4522,-121.9384,1504,1420,564000
6,5.0,2978,3023,1.0,0,3,4,7,2795,183,2010,0,98139,47.1717,-122.3564,3065,2385,858000
